"Title","Author","Year","Tag","Text"
"Lifting One's Eyes","Rabbi Zvi Sobolofsky","2015","Parsha: vayera",
"Penitential Pains","Rabbi Mayer Twersky","2015","Parsha: achrei",
"<i>Kedushas Hashaim</i>","Rabbi Mayer Twersky","2015","Parsha: chukas",
"Inspiration and Redemption","Rabbi Mayer Twersky","2015","Parsha: shemos",
"Trampled Laws","Rabbi Mordechai Willig","2015","Parsha: ekev",
"Learning from Noach","Rabbi Mordechai Willig","2015","Parsha: noach",
"Youthful Hearts and Eyes","Rabbi Mordechai Willig","2015","Parsha: shlach",
"Ultimate Spiritual Redemption","Rabbi Mordechai Willig","2015","Parsha: shmini",
"Darkness Before the Light","Rabbi Mordechai Willig","2015","Parsha: vaera",
"Jewish Education, Family and Community","Rabbi Mordechai Willig","2015","Parsha: vayigash",
"Oh, How the Mighty Have Fallen","Rabbi Benjamin Yudin","2015","Parsha: balak",
"The Rope Connection","Rabbi Benjamin Yudin","2015","Parsha: chayey",
"<i>Omer</i>: Hashem's Measure of Love","Rabbi Benjamin Yudin","2015","Parsha: emor",
"Transforming Attitude into Gratitude","Rabbi Benjamin Yudin","2015","Parsha: kisavo",
"Having Faith in Faith","Rabbi Benjamin Yudin","2015","Parsha: shemos",
"The Tenth Step","Rabbi Benjamin Yudin","2015","Parsha: yisro",
"Song of the Sea: Song of Unity, Song of the Future","Rabbi Yakov Haber","2015","Parsha: C:\Users\Raziel\Downloads\torahweb",
"Purim and <i>Korbanos</i>: The New and Renewal of the Old","Rabbi Yakov Haber","2016","Moadim: purim",
"Connecting to the <i>Beis HaMikdash</i> Today","Rabbi Eliakim Koenigsberg","2016","Moadim: nachamu",
"<i>Sukkos</i> and <i>Shemini Atzeres</i>: Hashem's Expression of Love","Rabbi Eliakim Koenigsberg","2016","Moadim: sukkos",
"Tishah B'Av (and the Status of Tishah B'Av nidchah): A Day of Intense Mourning and Intensive National Unity and Identification","Rabbi Michael Rosensweig","2016","Moadim: 9av",
"<i>Chag ha-Cherut</i>: Autonomy and Liberation in the Pursuit of Transcendence","Rabbi Michael Rosensweig","2016","Moadim: pesach",
"<I>Simchat Sukkot</i>: An Expression of <i>Avodah</i> and <i>Hashra'at HaShechinah</i>","Rabbi Michael Rosensweig","2016","Moadim: sukkos",
"<i>Eilu V'Eilu</i>","Rabbi Hershel Schachter","2016","Moadim: chanukah",
"The Moon, the Jews, and <i>Moshiach</i>","Rabbi Hershel Schachter","2016","Moadim: mocharchodesh",
"Reassuring Rabbe Shimon <i>Bar</i> Yocahi","Rabbi Mayer Twersky","2016","Moadim: lagbomer",
"Above Time and Beyond Time","Rabbi Mordechai Willig","2016","Moadim: pesach",
"Hashem's Used Vehicle","Rabbi Benjamin Yudin","2016","Moadim: pesach",
"Almonds Not Earthquakes","Rabbi Daniel Stein","2016","Parsha: korach",
"Wrong Way!","Rabbi Daniel Stein","2016","Parsha: nitzavim",
"A Responsibility to Succeed","Rabbi Daniel Stein","2016","Parsha: toldos",
"Selling the Land, Redeeming the Land","Rabbi Yakov Haber","2016","Parsha: behar",
"Uniqueness of the Land; Uniqueness of the Jewish People","Rabbi Yakov Haber","2016","Parsha: masei",
"""Unloading"" Hatred<a href=""#_ftn1"" name=""_ftnref1"" title=""""><span class=MsoFootnoteReference>[1]</a>","Rabbi Yakov Haber","2016","Parsha: mishpatim",
"Four Types of Redemption","Rabbi Yakov Haber","2016","Parsha: vaera",
"The Torah's Song; the Song of Torah","Rabbi Yakov Haber","2016","Parsha: vayelech",
"On the Torah's Attitude Toward War and Justified Self-Defense<a href=""#_ftn1"" name=""_ftnref1"" title="""">[1]</a>","Rabbi Yakov Haber","2016","Parsha: vayishlach",
"The Individual and the Community","Rabbi Eliakim Koenigsberg","2016","Parsha: bamidbar",
"<i>Tzora'as</i>, <i>Chodesh Nisan</i> and the Importance of Preparation","Rabbi Eliakim Koenigsberg","2016","Parsha: metzora",
"A Desire to Go Higher","Rabbi Eliakim Koenigsberg","2016","Parsha: vayeitsei",
"Elevating the Mundane","Rabbi Eliakim Koenigsberg","2016","Parsha: yisro",
"Praying to <i>Keil Elyon</i>","Rabbi Yaakov Neuburger","2016","Parsha: lechlecha",
"Living the Longing for Redemption","Rabbi Yaakov Neuburger","2016","Parsha: pinchas",
"Deep Faith and Deep Love","Rabbi Yaakov Neuburger","2016","Parsha: reeh",
"Appropriate Religious Innovation","Rabbi Yaakov Neuburger","2016","Parsha: shmini",
"The ""Take It All In"" Moment","Rabbi Yaakov Neuburger","2016","Parsha: tetzaveh",
"<i>Chet ha-Eigel</i>: A Catastrophic Theological and Ideological Lapse","Rabbi Michael Rosensweig","2016","Parsha: kisisa",
"""<i>Naso Et Rosh Benei Gershon Gam Heim</i>"": The Importance of Overlapping Paradigms of Jewish Leadership","Rabbi Michael Rosensweig","2016","Parsha: naso",
"The Obligation of Responsible Leadership","Rabbi Michael Rosensweig","2016","Parsha: vayeshev",
"Zecharia, Miriam, and the Master <i>Novi</i>","Rabbi Hershel Schachter","2016","Parsha: behalos",
"Yosef's Oath","Rabbi Hershel Schachter","2016","Parsha: beshalach",
"<i>Tzelem Elokim</i>","Rabbi Hershel Schachter","2016","Parsha: breishis",
"<i>Eileh</i>, <i>Anochi</i>, and Hashem's Love for Us","Rabbi Hershel Schachter","2016","Parsha: eikev",
"Volunteering <i>Mitzvos</i>","Rabbi Hershel Schachter","2016","Parsha: vayikra",
"<I>Korban</I> Pesach and <i>Tefillin</i>: The Sanctity of the Jewish Home","Rabbi Zvi Sobolofsky","2016","Parsha: bo",
"The Blessing of the <i>Mon</i> for Today","Rabbi Zvi Sobolofsky","2016","Parsha: chukas",
"Generalities and Specifics: Two Dimensions of <i>Avodas</i> Hashem","Rabbi Zvi Sobolofsky","2016","Parsha: kedoshim",
"Attaining Holiness","Rabbi Zvi Sobolofsky","2016","Parsha: kiteitsei",
"The Fire of Anger","Rabbi Zvi Sobolofsky","2016","Parsha: vayakheil",
"Lessons From the Aftermath of the <i>Akeida</i>","Rabbi Zvi Sobolofsky","2016","Parsha: vayera",
"Balance","Rabbi Mordechai Willig","2016","Parsha: balak",
"Torah, <i>Emunah</i>, and <i>Beracha</i>","Rabbi Mordechai Willig","2016","Parsha: bechukosai",
"Tying All Jews Together","Rabbi Mordechai Willig","2016","Parsha: chayey",
"Upholding the Torah","Rabbi Mordechai Willig","2016","Parsha: kisavo",
"Fractions and Aspirations","Rabbi Mordechai Willig","2016","Parsha: terumah",
"The Animals Within and Without","Rabbi Benjamin Yudin","2016","Parsha: noach",
"Not All That Glitters Is Gold","Rabbi Benjamin Yudin","2016","Parsha: pikudei",
"Believing is Seeing","Rabbi Benjamin Yudin","2016","Parsha: shlach",
"Open for Change","Rabbi Benjamin Yudin","2016","Parsha: shoftim",
"Missed Opportunities and the Afternoon of <i>Tisha Bav</i>","Rabbi Daniel Stein","2017","Moadim: 9av",
"Making the Pesach Story Personal","Rabbi Daniel Stein","2017","Moadim: pesach",
"The Unity of the <i>Sukkah</i> and the <i>Daled Minim</i>","Rabbi Daniel Stein","2017","Moadim: sukkos",
"<i>Shemini Atzeres</i> - Living in Hashem's Presence","Rabbi Eliakim Koenigsberg","2017","Moadim: sukkos",
"The <i>Yom Tov</i> of Chanukah","Rabbi Michael Rosensweig","2017","Moadim: chanukah",
"<I>Sippur Yetziat Mitzrayim</I>'s <I>Mikra Bikkurim</I> as a Statement of Faith","Rabbi Michael Rosensweig","2017","Moadim: pesach",
"Yom Kippur: The Day of the Kohen Gadol","Rabbi Michael Rosensweig","2017","Moadim: yk",
"A Good and Sweet Year","Rabbi Zvi Sobolofsky","2017","Moadim: rh",
"The Months, Divine Attributes, and Purpose of Creation","Rabbi Mordechai Willig","2017","Moadim: rh",
"Yerushalayim","Rabbi Mordechai Willig","2017","Moadim: yy",
"Take the Silver and the Gold - Please?","Rabbi Daniel Stein","2017","Parsha: bo",
"Speak to Them!","Rabbi Daniel Stein","2017","Parsha: naso",
"Protect Your Reputation","Rabbi Daniel Stein","2017","Parsha: toldos",
"Dual Sanctity","Rabbi Yakov Haber","2017","Parsha: eikev",
"Progeny of Self, Progeny of Children","Rabbi Yakov Haber","2017","Parsha: noach",
"Guide to the Piscatorially Perplexed","Rabbi Yakov Haber","2017","Parsha: shmini",
"Blessings: the Common and the Unique","Rabbi Yakov Haber","2017","Parsha: vayechi",
"<i>Emunah</i>: A Refresher Course","Rabbi Yakov Haber","2017","Parsha: yisro",
"<i>Tefillah</i> - An Essential Ingredient for Success","Rabbi Eliakim Koenigsberg","2017","Parsha: mikeitz",
"The Importance of <i>Hakaras Hatov</i>","Rabbi Eliakim Koenigsberg","2017","Parsha: mishpatim",
"Seeing the Blessing","Rabbi Eliakim Koenigsberg","2017","Parsha: reeh",
"Equal Value","Rabbi Eliakim Koenigsberg","2017","Parsha: tazriah",
"Living with the Landlord","Rabbi Yaakov Neuburger","2017","Parsha: behar",
"Temptations and Triumphs; The <i>Parsha</i> of Private Moments","Rabbi Yaakov Neuburger","2017","Parsha: kisavo",
"If it is Possible to Ruin, Then it is Possible to Fix","Rabbi Yaakov Neuburger","2017","Parsha: kisisa",
"Persist and Win","Rabbi Yaakov Neuburger","2017","Parsha: korach",
"Transmitting and Expressing Faith","Rabbi Yaakov Neuburger","2017","Parsha: vayechi",
"Meeting Him vs. Emulating Him","Rabbi Yaakov Neuburger","2017","Parsha: vayera",
"""<i>Lamah Nigara</i>"": Recognizing the Primacy of Spiritual Opportunity and the Integrity of Halachic Life","Rabbi Michael Rosensweig","2017","Parsha: behalos",
"<i>Shirat Hayam - Zeh Keili ve-Anveihu</i>: An Expansion of the Character and Scope of Halachic Commitment","Rabbi Michael Rosensweig","2017","Parsha: beshalach",
"Mourning and Celebrating ""The Good Mountain"", Yerushalayim","Rabbi Michael Rosensweig","2017","Parsha: vaeschanan",
"Be Careful!","Rabbi Hershel Schachter","2017","Parsha: achrei",
"Appearances are Sometimes Deceiving","Rabbi Hershel Schachter","2017","Parsha: balak",
"Outsiders","Rabbi Hershel Schachter","2017","Parsha: lechlecha",
"<I>Eilu V'Eilu</I>","Rabbi Hershel Schachter","2017","Parsha: shoftim",
"Visiting, and Hosting, Hashem","Rabbi Hershel Schachter","2017","Parsha: terumah",
"The Missing Piece","Rabbi Hershel Schachter","2017","Parsha: vayigash",
"<i>Kasher</i>ing and Immersing: Lessons for the Soul","Rabbi Zvi Sobolofsky","2017","Parsha: matos",
"Preserving the Jewish People During Exile","Rabbi Zvi Sobolofsky","2017","Parsha: shemos",
"Tears of Sadness and of Joy","Rabbi Zvi Sobolofsky","2017","Parsha: shlach",
"Sanctity of Time: The <i>Shabbos</i>-<i>Yom Tov</i> Relationship","Rabbi Zvi Sobolofsky","2017","Parsha: vayakhel",
"From a Tent to a House - Yaakov's Journey","Rabbi Zvi Sobolofsky","2017","Parsha: vayishlach",
"Zeal and Peace","Rabbi Mordechai Willig","2017","Parsha: pinchas",
"Chosenness and Unity","Rabbi Mordechai Willig","2017","Parsha: vaera",
"Thanksgiving and <i>Chanukah</i>","Rabbi Mordechai Willig","2017","Parsha: vayetze",
"Good Heart, not Deaf Heart","Rabbi Mordechai Willig","2017","Parsha: vayikra",
"The Me Generation vs. Generating the Real Me","Rabbi Benjamin Yudin","2017","Parsha: chayeysara",
"Give Credit Where Credit is Due","Rabbi Benjamin Yudin","2017","Parsha: chukas",
"Love is Blind, Respect Can't Be","Rabbi Benjamin Yudin","2017","Parsha: emor",
"Missing Gen(e)iality","Rabbi Benjamin Yudin","2017","Parsha: kiteitsei",
"Inside Out","Rabbi Benjamin Yudin","2017","Parsha: tetzaveh",
"If You Appreciate the Small You Will Get the Big","Rabbi Benjamin Yudin","2017","Parsha: vayigash",
"Chanukah: The <i>Sukkos</i> Connection","Rabbi Yakov Haber","2018","Moadim: chanukah",
"The Two Day Holiday of Purim","Rabbi Yakov Haber","2018","Moadim: purim",
"The <i>Mitzvos</i> of <i>Sukkos</i> and the Great Partnership","Rabbi Yakov Haber","2018","Moadim: sukkos",
"The Connection Between <i>Yetzias Mitzrayim</i> and <i>Kriyas Yam Suf</i>","Rabbi Eliakim Koenigsberg","2018","Moadim: pesach",
"The Purpose of the Excursion","Rabbi Ahron Lopiansky","2018","Moadim: elul",
"Four Ways to Increase Our <i>Simcha</i>","Rabbi Yaakov Neuburger","2018","Parsha: 4parshas",
"<i>Yetzias Mitzrayim</i> - Pesach and Beyond","Rabbi Zvi Sobolofsky","2018","Moadim: pesach",
"Eating to Live","Rabbi Mordechai Willig","2018","Moadim: pesach",
"To Know That You Don't Know","Rabbi Benjamin Yudin","2018","Moadim: parah",
"20/20 Sukkah Vision","Rabbi Benjamin Yudin","2018","Moadim: sukkos",
"Saved by Sacrifice","Rabbi Daniel Stein","2018","Parsha: beshalach",
"Marriage is About Giving","Rabbi Daniel Stein","2018","Parsha: breishis",
"Dying to Learn","Rabbi Daniel Stein","2018","Parsha: chukas",
"Our Ego, Our Time, Our Year - Our Decision","Rabbi Daniel Stein","2018","Parsha: reeh",
"Triple Covering","Rabbi Daniel Stein","2018","Parsha: tazria",
"The Power of Parents","Rabbi Daniel Stein","2018","Parsha: vayeshev",
"Covenant and <i>Kinyan</i>","Rabbi Yakov Haber","2018","Parsha: behar",
"External and Internal Truth","Rabbi Yakov Haber","2018","Parsha: devarim",
"A Good Heart","Rabbi Eliakim Koenigsberg","2018","Parsha: achrei",
"Who's at the Center of Your Universe?","Rabbi Eliakim Koenigsberg","2018","Parsha: matos",
"A Special Relationship","Rabbi Eliakim Koenigsberg","2018","Parsha: mishpatim",
"Rosh Hashana: A Time to Think About Someone Else","Rabbi Eliakim Koenigsberg","2018","Parsha: nitzavim",
"Where Are You Headed?","Rabbi Eliakim Koenigsberg","2018","Parsha: vayetsei",
"The Subversion of the Spiritual","Rabbi Ahron Lopiansky","2018","Parsha: balak",
"The <i>Avodah</i> of Yerushalayim, the Connection of Chevron","Rabbi Ahron Lopiansky","2018","Parsha: chayey",
"Diverse Roles, Common Goal","Rabbi Yaakov Neuburger","2018","Parsha: bamidbar",
"Staying Focused on Living the Dream","Rabbi Yaakov Neuburger","2018","Parsha: lech",
"The Profundity of ""Names""","Rabbi Yaakov Neuburger","2018","Parsha: shemos",
"The Responsibility of Miracles","Rabbi Yaakov Neuburger","2018","Parsha: shoftim",
"<i>Mitzvat Tzitzit</i>: A Comprehensive, Holistic, and Integrative Approach to Avodat Hashem","Rabbi Michael Rosensweig","2018","Parsha: shlach",
"<i>Va-yehi Ba-yom Ha-shemini</i>: The Elevation and Initiation of the <i>Kehunah Gedolah</i>","Rabbi Michael Rosensweig","2018","Parsha: shmini",
"<i>Terumat haMishkan</i> as an Expression of <i>Am Yisrael's Brit</i>","Rabbi Michael Rosensweig","2018","Parsha: terumah",
"""Avraham <i>Holid et Yitzchak</i>"": Initiating the <i>Mesorah</i> Community","Rabbi Michael Rosensweig","2018","Parsha: toldos",
"<i>Kavod Habriyos</i>: Human Dignity","Rabbi Hershel Schachter","2018","Parsha: emor",
"When do the Ends Justify the Means?","Rabbi Hershel Schachter","2018","Parsha: kisisa",
"<i>Semicha</i> Today","Rabbi Hershel Schachter","2018","Parsha: pinchas",
"The <i>Sefer Habris</i>","Rabbi Hershel Schachter","2018","Parsha: vayelech",
"Just One <i>Mitzvah</i>","Rabbi Hershel Schachter","2018","Parsha: vayishlach",
"Attaining Divine Mercy","Rabbi Zvi Sobolofsky","2018","Parsha: kiteitsei",
"Guarding Precious Treasures","Rabbi Zvi Sobolofsky","2018","Parsha: korach",
"Feeling The Pain of Others","Rabbi Zvi Sobolofsky","2018","Parsha: shemos",
"Avraham's Relationship with Those Around Him","Rabbi Zvi Sobolofsky","2018","Parsha: vayera",
"The Inspiring Story","Rabbi Zvi Sobolofsky","2018","Parsha: yisro",
"The Menorah: Symbol of Unity","Rabbi Mordechai Willig","2018","Parsha: behaloscha",
"Honoring Royalty","Rabbi Mordechai Willig","2018","Parsha: bo",
"Old Models, New Challenges","Rabbi Mordechai Willig","2018","Parsha: eikev",
"Peleg and Yoktan: Dispersion and Redemption","Rabbi Mordechai Willig","2018","Parsha: noach",
"Forgiveness","Rabbi Mordechai Willig","2018","Parsha: vayechi",
"You Can Take It with You","Rabbi Benjamin Yudin","2018","Parsha: naso",
"Forget Me Not","Rabbi Benjamin Yudin","2018","Parsha: vaera",
"<i>Tu b'Av</i>: <i>Chessed</i> - A Divine Boomerang","Rabbi Benjamin Yudin","2018","Parsha: vaeschanan",
"Inextricably Intertwined","Rabbi Benjamin Yudin","2018","Parsha: vayigash",
"Talking Our Way Out of <i>Mitzrayim</i>","Rabbi Daniel Stein","2019","Moadim: pesach",
"The Mysterious Days of <i>Atzeres</i>","Rabbi Yakov Haber","2019","Moadim: pesach",
"The Dance of <i>Tu B'Av</i>","Rabbi Eliakim Koenigsberg","2019","Moadim: tubav",
"Limited Access","Rabbi Yaakov Neuburger","2019","Moadim: shavuos",
"Experiencing and Internalizing the <i>Churban</i>: Ramban's view on Havdalah","Rabbi Michael Rosensweig","2019","Moadim: 9av",
"<i>Al ha-Nissim</i> in <i>Birkat ha-Mazon</i>: A Reflexive Halachic Expression of Chanukah<i> Hoda'ah</i>","Rabbi Michael Rosensweig","2019","Moadim: chanukah",
"<i>Yeshivah be-Sukkah</i>: An Immersive and Comprehensive Religious Experience","Rabbi Michael Rosensweig","2019","Moadim: sukkos",
"Shabbos <i>Hagadol</i> and <i>Moshiach</i>","Rabbi Hershel Schachter","2019","Moadim: hagadol",
"Selfless Tears: The Sounds of the <i>Shofar</i>","Rabbi Zvi Sobolofsky","2019","Moadim: rh",
"Start Small","Rabbi Daniel Stein","2019","Parsha: eikev",
"Living with <i>Emunah</i>","Rabbi Daniel Stein","2019","Parsha: lech",
"Verbal Abuse","Rabbi Daniel Stein","2019","Parsha: mishpatim",
"Organized Religion","Rabbi Daniel Stein","2019","Parsha: shlach",
"<i>Teruma</i> and <i>Ma'aser</i>: Two Models of Divine Beneficence","Rabbi Yakov Haber","2019","Parsha: korach",
"Free Choice and Seeking Out Hashem","Rabbi Yakov Haber","2019","Parsha: reeh",
"The <i>Mishkan, Har </i>Sinai, Torah and <i>Eretz Yisrael</i>","Rabbi Yakov Haber","2019","Parsha: terumah",
"Yishmael: Reflections on Origins and Current History","Rabbi Yakov Haber","2019","Parsha: vayera",
"A Full Redemption","Rabbi Eliakim Koenigsberg","2019","Parsha: beshalach",
"Unity Through Individuality","Rabbi Eliakim Koenigsberg","2019","Parsha: haazinu",
"Sacrifices for Unity","Rabbi Eliakim Koenigsberg","2019","Parsha: naso",
"The Freedom to Choose","Rabbi Eliakim Koenigsberg","2019","Parsha: tazria",
"Synchronization of the Natural Order With the Divine Will","Rabbi Ahron Lopiansky","2019","Parsha: bo",
"Between a <i>Kohen</i> and a <i>Kohen Gadol</i>","Rabbi Ahron Lopiansky","2019","Parsha: emor",
"<i>Kanous</i>: Anarchy or Ultimate Justice?","Rabbi Ahron Lopiansky","2019","Parsha: pinchas",
"Days of Completion","Rabbi Ahron Lopiansky","2019","Parsha: vayelech",
"<i>Korbanos</i>: Gift vs. Obligation","Rabbi Ahron Lopiansky","2019","Parsha: vayikra",
"The Ox and the Donkey: An Invincible Force","Rabbi Ahron Lopiansky","2019","Parsha: vayishlach",
"""In the Beginning"" is Today!","Rabbi Yaakov Neuburger","2019","Parsha: breishis",
"Only the Humble Can Lead","Rabbi Yaakov Neuburger","2019","Parsha: tzav",
"Getting in Touch","Rabbi Yaakov Neuburger","2019","Parsha: vaera",
"Refusing to Give Up on Unity","Rabbi Yaakov Neuburger","2019","Parsha: vayeshev",
"<i>Ameilut ba-Torah</i>: A Formula for Halachic Commitment and <i>Chochmat ha-Torah</i>","Rabbi Michael Rosensweig","2019","Parsha: bechukosai",
"<i>Birkat Kohanim</i>: An Appropriate Component and Culmination of the <i>Miluim</i>","Rabbi Michael Rosensweig","2019","Parsha: shmini",
"<i>Kibud Av ve-Eim</i>: A Core Foundation of Torah Life","Rabbi Michael Rosensweig","2019","Parsha: yisro",
"<I>Libi Bamizrach Va'ani B'sof Maarav</i>","Rabbi Hershel Schachter","2019","Parsha: behalos",
"On Drinking, Sleeping, and Making Proper Use of Our Divine Gifts","Rabbi Hershel Schachter","2019","Parsha: noach",
"True Redemption","Rabbi Hershel Schachter","2019","Parsha: pekudei",
"Selective Observance","Rabbi Hershel Schachter","2019","Parsha: shoftim",
"The Call of the Shofar","Rabbi Zvi Sobolofsky","2019","Parsha: behar",
"<i>Eretz Yisrael</i>, <i>Beis Hamikdash</i> and the Center of Torah","Rabbi Zvi Sobolofsky","2019","Parsha: matos",
"Maintaining the True Beauty of the <i>Mishkan</i>","Rabbi Zvi Sobolofsky","2019","Parsha: vayakhel",
"Keeping the Dream of the <i>Beis HaMikdash</i> Alive","Rabbi Zvi Sobolofsky","2019","Parsha: vayeytze",
"<i>Mashiach</i>: When and How","Rabbi Mordechai Willig","2019","Parsha: balak",
"Existing Through Holiness","Rabbi Mordechai Willig","2019","Parsha: kedoshim",
"Gratitude","Rabbi Mordechai Willig","2019","Parsha: kisavo",
"Undistracted Prayer","Rabbi Mordechai Willig","2019","Parsha: kisisa",
"Infighting","Rabbi Mordechai Willig","2019","Parsha: toldos",
"Spiritual Nourishment: The Icing on the Cake","Rabbi Benjamin Yudin","2019","Parsha: achrei",
"Service Elevator: Take it to the Top","Rabbi Benjamin Yudin","2019","Parsha: chayey",
"""Holy Cow! It's Torah!""","Rabbi Benjamin Yudin","2019","Parsha: chukas",
"Sensitivity Training","Rabbi Benjamin Yudin","2019","Parsha: kiteitsei",
"The Great Unifier","Rabbi Benjamin Yudin","2019","Parsha: tetzaveh",
"Preparing for Pesach","Rabbi Daniel Stein","2020","Moadim: pesach",
"Thoughts on <i>Shavuos</i>, Corona and Coronation","Rabbi Yakov Haber","2020","Moadim: shavuos",
"un-BELIEVE-able","Rabbi Benjamin Yudin","2020","Moadim: pesach",
"There is Nothing More Beautiful Than Serving Hashem <i>Be'Tznius</i>","Rabbi Daniel Stein","2020","Parsha: bamidbar",
"The Cup of Hope","Rabbi Daniel Stein","2020","Parsha: vaera",
"The First and Last Redeemers: Proofs and Mission","Rabbi Yakov Haber","2020","Parsha: shemos",
"Inward Growth, Outward Expansion","Rabbi Yakov Haber","2020","Parsha: tzav",
"Overcoming Natural Instincts - The Ultimate Power Struggle","Rabbi Eliakim Koenigsberg","2020","Parsha: behar",
"Do Clothes Really Make the Man?","Rabbi Eliakim Koenigsberg","2020","Parsha: tetzave",
"Do Clothes Really Make the Man?","Rabbi Eliakim Koenigsberg","2020","Parsha: tetzaveh",
"The Lasting Impact of a Religious Experience (Yaakov <i>Avinu</i>, <i>Eretz Yisroel</i>, and the <i>Siyum Hashas</i>)","Rabbi Eliakim Koenigsberg","2020","Parsha: vayigash",
"The Eighth Day","Rabbi Ahron Lopiansky","2020","Parsha: shmini",
"Revelation and Torah: Two Events or One?","Rabbi Ahron Lopiansky","2020","Parsha: yisro",
"Concretizing Essential Ideas","Rabbi Yaakov Neuburger","2020","Parsha: terumah",
"<i>Kedoshim Tihiyu</i>: Cultivating a Comprehensive and Integrative Approach to <i>Avodat</i> Hashem","Rabbi Michael Rosensweig","2020","Parsha: kedoshim",
"<i>Cheit ha-Eigel</i>: a Betrayal of <i>Emunah</i> and <i>Bitachon</i>","Rabbi Michael Rosensweig","2020","Parsha: kisisa",
"The Sanctity of Jewish Marriage","Rabbi Hershel Schachter","2020","Parsha: naso",
"<i>Mikdash</i>, <i>Simcha</i>, and <i>Chessed</i> - The Three Pillars of <i>Yom Tov</i>","Rabbi Zvi Sobolofsky","2020","Parsha: emor",
"When Majority Does Not Rule","Rabbi Zvi Sobolofsky","2020","Parsha: mishpatim",
"Answering the <i>Ben Rasha</i>","Rabbi Mordechai Willig","2020","Parsha: bo",
"Response to COVID-19","Rabbi Mordechai Willig","2020","Parsha: metzora",
"Return to <i>Shtender</i>","Rabbi Benjamin Yudin","2020","Parsha: behalos",
"<u>Keeping</u> the Faith","Rabbi Benjamin Yudin","2020","Parsha: beshalach",
